,nearby,devices,datetime,location
97,1,House Keys,2022-05-11 10:27:32.442602,Beacon1
98,0,Wallet,2022-05-11 10:27:32.448314,Beacon1
99,1,iPhone 8 Plus,2022-05-11 10:27:42.578869,Beacon1
100,1,House Keys,2022-05-11 10:27:42.586480,Beacon1
101,0,Wallet,2022-05-11 10:27:42.591736,Beacon1
102,1,iPhone 8 Plus,2022-05-11 10:27:47.653535,Beacon1
103,1,House Keys,2022-05-11 10:27:47.660416,Beacon1
104,0,Wallet,2022-05-11 10:27:47.665722,Beacon1
105,1,iPhone 8 Plus,2022-05-11 10:28:02.862059,Beacon1
106,1,House Keys,2022-05-11 10:28:02.867084,Beacon1
107,0,Wallet,2022-05-11 10:28:02.872005,Beacon1
108,1,iPhone 8 Plus,2022-05-11 10:28:07.918612,Beacon1
109,1,House Keys,2022-05-11 10:28:07.924890,Beacon1
110,0,Wallet,2022-05-11 10:28:07.930022,Beacon1
111,1,iPhone 8 Plus,2022-05-11 10:28:12.989196,Beacon1
112,1,House Keys,2022-05-11 10:28:12.995121,Beacon1
113,0,Wallet,2022-05-11 10:28:13.000170,Beacon1
114,1,iPhone 8 Plus,2022-05-11 10:28:18.061920,Beacon1
115,1,House Keys,2022-05-11 10:28:18.067375,Beacon1
116,0,Wallet,2022-05-11 10:28:18.071632,Beacon1
117,1,iPhone 8 Plus,2022-05-11 10:28:23.130537,Beacon1
118,1,House Keys,2022-05-11 10:28:23.135325,Beacon1
119,0,Wallet,2022-05-11 10:28:23.140005,Beacon1
120,1,iPhone 8 Plus,2022-05-11 10:28:28.198399,Beacon1
121,1,House Keys,2022-05-11 10:28:28.204927,Beacon1
122,0,Wallet,2022-05-11 10:28:28.210232,Beacon1
123,1,iPhone 8 Plus,2022-05-11 10:28:33.274109,Beacon1
124,1,House Keys,2022-05-11 10:28:33.278874,Beacon1
125,0,Wallet,2022-05-11 10:28:33.283222,Beacon1
126,1,iPhone 8 Plus,2022-05-11 10:28:38.340081,Beacon1
127,1,House Keys,2022-05-11 10:28:38.347329,Beacon1
128,0,Wallet,2022-05-11 10:28:38.352885,Beacon1
129,1,iPhone 8 Plus,2022-05-11 10:28:43.413679,Beacon1
130,1,House Keys,2022-05-11 10:28:43.418441,Beacon1
131,0,Wallet,2022-05-11 10:28:43.422154,Beacon1
132,1,iPhone 8 Plus,2022-05-11 10:28:48.463970,Beacon1
133,1,House Keys,2022-05-11 10:28:48.469338,Beacon1
134,0,Wallet,2022-05-11 10:28:48.473819,Beacon1
135,1,iPhone 8 Plus,2022-05-11 10:28:53.545757,Beacon1
136,1,House Keys,2022-05-11 10:28:53.551570,Beacon1
137,0,Wallet,2022-05-11 10:28:53.556777,Beacon1
138,1,iPhone 8 Plus,2022-05-11 10:29:08.756092,Beacon1
139,1,House Keys,2022-05-11 10:29:08.761950,Beacon1
140,0,Wallet,2022-05-11 10:29:08.767198,Beacon1
141,1,iPhone 8 Plus,2022-05-11 10:29:13.836787,Beacon1
142,1,House Keys,2022-05-11 10:29:13.843238,Beacon1
143,0,Wallet,2022-05-11 10:29:13.849827,Beacon1
144,1,iPhone 8 Plus,2022-05-11 10:29:29.044154,Beacon1
145,1,House Keys,2022-05-11 10:29:29.051453,Beacon1
146,0,Wallet,2022-05-11 10:29:29.056508,Beacon1
147,1,iPhone 8 Plus,2022-05-11 10:29:39.183840,Beacon1
148,1,House Keys,2022-05-11 10:29:39.190205,Beacon1
149,0,Wallet,2022-05-11 10:29:39.195006,Beacon1
150,1,iPhone 8 Plus,2022-05-11 10:29:44.254138,Beacon1
151,1,House Keys,2022-05-11 10:29:44.258755,Beacon1
152,0,Wallet,2022-05-11 10:29:44.262760,Beacon1
153,1,iPhone 8 Plus,2022-05-11 10:29:54.367275,Beacon1
154,1,House Keys,2022-05-11 10:29:54.374941,Beacon1
155,0,Wallet,2022-05-11 10:29:54.380032,Beacon1
156,1,iPhone 8 Plus,2022-05-11 10:29:59.440191,Beacon1
157,1,House Keys,2022-05-11 10:29:59.445863,Beacon1
158,0,Wallet,2022-05-11 10:29:59.451831,Beacon1
159,1,iPhone 8 Plus,2022-05-11 10:30:04.509613,Beacon1
160,1,House Keys,2022-05-11 10:30:04.515134,Beacon1
161,0,Wallet,2022-05-11 10:30:04.520616,Beacon1
162,1,iPhone 8 Plus,2022-05-11 10:30:14.642767,Beacon1
163,1,House Keys,2022-05-11 10:30:14.649551,Beacon1
164,0,Wallet,2022-05-11 10:30:14.655609,Beacon1
165,1,iPhone 8 Plus,2022-05-11 10:30:19.715121,Beacon1
166,1,House Keys,2022-05-11 10:30:19.723379,Beacon1
167,0,Wallet,2022-05-11 10:30:19.729669,Beacon1
168,1,iPhone 8 Plus,2022-05-11 10:30:24.789194,Beacon1
169,1,House Keys,2022-05-11 10:30:24.794076,Beacon1
170,0,Wallet,2022-05-11 10:30:24.798159,Beacon1
171,1,iPhone 8 Plus,2022-05-11 10:30:29.855124,Beacon1
172,1,House Keys,2022-05-11 10:30:29.860650,Beacon1
173,0,Wallet,2022-05-11 10:30:29.864304,Beacon1
174,1,iPhone 8 Plus,2022-05-11 10:30:34.934041,Beacon1
175,1,House Keys,2022-05-11 10:30:34.940817,Beacon1
176,0,Wallet,2022-05-11 10:30:34.945713,Beacon1
177,1,iPhone 8 Plus,2022-05-11 10:30:45.075381,Beacon1
178,1,House Keys,2022-05-11 10:30:45.082006,Beacon1
179,0,Wallet,2022-05-11 10:30:45.087754,Beacon1
180,1,iPhone 8 Plus,2022-05-11 10:30:50.148270,Beacon1
181,1,House Keys,2022-05-11 10:30:50.156875,Beacon1
182,0,Wallet,2022-05-11 10:30:50.162736,Beacon1
183,1,iPhone 8 Plus,2022-05-11 10:30:55.225887,Beacon1
184,1,House Keys,2022-05-11 10:30:55.231192,Beacon1
185,0,Wallet,2022-05-11 10:30:55.235254,Beacon1
186,1,iPhone 8 Plus,2022-05-11 10:31:10.393164,Beacon1
187,1,House Keys,2022-05-11 10:31:10.396084,Beacon1
188,0,Wallet,2022-05-11 10:31:10.399020,Beacon1
189,1,iPhone 8 Plus,2022-05-11 10:31:30.609996,Beacon1
190,1,House Keys,2022-05-11 10:31:30.615954,Beacon1
191,0,Wallet,2022-05-11 10:31:30.620636,Beacon1
192,1,iPhone 8 Plus,2022-05-11 10:31:35.680849,Beacon1
193,1,House Keys,2022-05-11 10:31:35.687553,Beacon1
194,0,Wallet,2022-05-11 10:31:35.692567,Beacon1
195,1,iPhone 8 Plus,2022-05-11 10:31:45.811178,Beacon1
196,1,House Keys,2022-05-11 10:31:45.815876,Beacon1
197,0,Wallet,2022-05-11 10:31:45.819769,Beacon1
198,1,iPhone 8 Plus,2022-05-11 10:31:55.927140,Beacon1
199,1,House Keys,2022-05-11 10:31:55.932750,Beacon1
200,0,Wallet,2022-05-11 10:31:55.937088,Beacon1
201,1,iPhone 8 Plus,2022-05-11 10:32:06.056335,Beacon1
202,1,House Keys,2022-05-11 10:32:06.064151,Beacon1
203,0,Wallet,2022-05-11 10:32:06.069982,Beacon1
204,1,iPhone 8 Plus,2022-05-11 10:32:11.129288,Beacon1
205,1,House Keys,2022-05-11 10:32:11.135369,Beacon1
206,0,Wallet,2022-05-11 10:32:11.140291,Beacon1
207,1,iPhone 8 Plus,2022-05-11 10:32:16.212010,Beacon1
208,1,House Keys,2022-05-11 10:32:16.218205,Beacon1
209,0,Wallet,2022-05-11 10:32:16.222280,Beacon1
210,1,iPhone 8 Plus,2022-05-11 10:32:21.280446,Beacon1
211,1,House Keys,2022-05-11 10:32:21.288956,Beacon1
212,0,Wallet,2022-05-11 10:32:21.294228,Beacon1
213,1,iPhone 8 Plus,2022-05-11 10:32:31.423882,Beacon1
214,1,House Keys,2022-05-11 10:32:31.429677,Beacon1
215,0,Wallet,2022-05-11 10:32:31.435832,Beacon1
216,1,iPhone 8 Plus,2022-05-11 10:32:36.512067,Beacon1
217,1,House Keys,2022-05-11 10:32:36.519909,Beacon1
218,0,Wallet,2022-05-11 10:32:36.525041,Beacon1
219,1,iPhone 8 Plus,2022-05-11 10:32:41.583165,Beacon1
220,1,House Keys,2022-05-11 10:32:41.589248,Beacon1
221,0,Wallet,2022-05-11 10:32:41.593915,Beacon1
222,1,iPhone 8 Plus,2022-05-11 10:32:46.650603,Beacon1
223,1,House Keys,2022-05-11 10:32:46.657757,Beacon1
224,0,Wallet,2022-05-11 10:32:46.662784,Beacon1
225,1,iPhone 8 Plus,2022-05-11 10:32:51.725957,Beacon1
226,1,House Keys,2022-05-11 10:32:51.732824,Beacon1
227,0,Wallet,2022-05-11 10:32:51.738599,Beacon1
228,1,iPhone 8 Plus,2022-05-11 10:32:56.807458,Beacon1
229,1,House Keys,2022-05-11 10:32:56.812011,Beacon1
230,0,Wallet,2022-05-11 10:32:56.815758,Beacon1
231,1,iPhone 8 Plus,2022-05-11 10:33:01.855043,Beacon1
232,1,House Keys,2022-05-11 10:33:01.858100,Beacon1
233,0,Wallet,2022-05-11 10:33:01.860426,Beacon1
234,1,iPhone 8 Plus,2022-05-11 10:33:06.901366,Beacon1
235,1,House Keys,2022-05-11 10:33:06.908732,Beacon1
236,0,Wallet,2022-05-11 10:33:06.915066,Beacon1
237,1,iPhone 8 Plus,2022-05-11 10:33:11.975284,Beacon1
238,1,House Keys,2022-05-11 10:33:11.982208,Beacon1
239,0,Wallet,2022-05-11 10:33:11.987995,Beacon1
240,1,iPhone 8 Plus,2022-05-11 10:33:17.055165,Beacon1
241,1,House Keys,2022-05-11 10:33:17.058190,Beacon1
242,0,Wallet,2022-05-11 10:33:17.060358,Beacon1
243,1,iPhone 8 Plus,2022-05-11 10:33:22.096040,Beacon1
244,1,House Keys,2022-05-11 10:33:22.099579,Beacon1
245,0,Wallet,2022-05-11 10:33:22.102750,Beacon1
246,1,iPhone 8 Plus,2022-05-11 10:33:27.138405,Beacon1
247,1,House Keys,2022-05-11 10:33:27.146227,Beacon1
248,0,Wallet,2022-05-11 10:33:27.150455,Beacon1
249,1,iPhone 8 Plus,2022-05-11 10:33:32.210272,Beacon1
250,1,House Keys,2022-05-11 10:33:32.215009,Beacon1
251,0,Wallet,2022-05-11 10:33:32.219864,Beacon1
252,1,iPhone 8 Plus,2022-05-11 10:33:37.272672,Beacon1
253,1,House Keys,2022-05-11 10:33:37.276151,Beacon1
254,0,Wallet,2022-05-11 10:33:37.279037,Beacon1
255,1,iPhone 8 Plus,2022-05-11 10:33:42.319714,Beacon1
256,1,House Keys,2022-05-11 10:33:42.327392,Beacon1
257,0,Wallet,2022-05-11 10:33:42.331719,Beacon1
258,1,iPhone 8 Plus,2022-05-11 10:33:47.392081,Beacon1
259,1,House Keys,2022-05-11 10:33:47.398279,Beacon1
260,0,Wallet,2022-05-11 10:33:47.403581,Beacon1
261,1,iPhone 8 Plus,2022-05-11 10:33:57.520810,Beacon1
262,1,House Keys,2022-05-11 10:33:57.523362,Beacon1
263,0,Wallet,2022-05-11 10:33:57.526010,Beacon1
264,1,iPhone 8 Plus,2022-05-11 10:34:02.568698,Beacon1
265,1,House Keys,2022-05-11 10:34:02.574604,Beacon1
266,0,Wallet,2022-05-11 10:34:02.581752,Beacon1
267,1,iPhone 8 Plus,2022-05-11 10:34:07.639839,Beacon1
268,1,House Keys,2022-05-11 10:34:07.647794,Beacon1
269,0,Wallet,2022-05-11 10:34:07.653476,Beacon1
270,1,iPhone 8 Plus,2022-05-11 10:34:12.715366,Beacon1
271,1,House Keys,2022-05-11 10:34:12.720081,Beacon1
272,0,Wallet,2022-05-11 10:34:12.724435,Beacon1
273,1,iPhone 8 Plus,2022-05-11 10:34:17.798098,Beacon1
274,1,House Keys,2022-05-11 10:34:17.805363,Beacon1
275,0,Wallet,2022-05-11 10:34:17.810698,Beacon1
276,1,iPhone 8 Plus,2022-05-11 10:34:32.997856,Beacon1
277,1,House Keys,2022-05-11 10:34:33.004542,Beacon1
278,0,Wallet,2022-05-11 10:34:33.010430,Beacon1
279,1,iPhone 8 Plus,2022-05-11 10:34:38.077483,Beacon1
280,1,House Keys,2022-05-11 10:34:38.084491,Beacon1
281,0,Wallet,2022-05-11 10:34:38.089145,Beacon1
282,1,iPhone 8 Plus,2022-05-11 10:34:43.146036,Beacon1
283,1,House Keys,2022-05-11 10:34:43.150356,Beacon1
284,0,Wallet,2022-05-11 10:34:43.153540,Beacon1
285,1,iPhone 8 Plus,2022-05-11 10:34:48.199647,Beacon1
286,1,House Keys,2022-05-11 10:34:48.206878,Beacon1
287,0,Wallet,2022-05-11 10:34:48.210679,Beacon1
288,1,iPhone 8 Plus,2022-05-11 10:34:58.351506,Beacon1
289,1,House Keys,2022-05-11 10:34:58.357880,Beacon1
290,0,Wallet,2022-05-11 10:34:58.363402,Beacon1
291,1,iPhone 8 Plus,2022-05-11 10:35:03.424701,Beacon1
292,1,House Keys,2022-05-11 10:35:03.430525,Beacon1
293,0,Wallet,2022-05-11 10:35:03.436029,Beacon1
294,1,iPhone 8 Plus,2022-05-11 10:35:08.496518,Beacon1
295,1,House Keys,2022-05-11 10:35:08.499353,Beacon1
296,0,Wallet,2022-05-11 10:35:08.502631,Beacon1
297,1,iPhone 8 Plus,2022-05-11 10:35:13.538606,Beacon1
298,1,House Keys,2022-05-11 10:35:13.541286,Beacon1
299,0,Wallet,2022-05-11 10:35:13.544354,Beacon1
