,nearby,devices,datetime,location
70,0,House Keys,2022-05-11 10:00:41.539742,Beacon1
71,1,Wallet,2022-05-11 10:00:41.545668,Beacon1
72,0,iPhone 8 Plus,2022-05-11 10:00:46.604292,Beacon1
73,0,House Keys,2022-05-11 10:00:46.611396,Beacon1
74,1,Wallet,2022-05-11 10:00:46.616089,Beacon1
75,0,iPhone 8 Plus,2022-05-11 10:00:51.677343,Beacon1
76,0,House Keys,2022-05-11 10:00:51.682102,Beacon1
77,1,Wallet,2022-05-11 10:00:51.686195,Beacon1
78,0,iPhone 8 Plus,2022-05-11 10:00:56.742161,Beacon1
79,0,House Keys,2022-05-11 10:00:56.748404,Beacon1
80,1,Wallet,2022-05-11 10:00:56.753632,Beacon1
81,0,iPhone 8 Plus,2022-05-11 10:01:01.811319,Beacon1
82,0,House Keys,2022-05-11 10:01:01.816032,Beacon1
83,1,Wallet,2022-05-11 10:01:01.819677,Beacon1
84,0,iPhone 8 Plus,2022-05-11 10:01:06.877313,Beacon1
85,0,House Keys,2022-05-11 10:01:06.882463,Beacon1
86,1,Wallet,2022-05-11 10:01:06.886688,Beacon1
87,0,iPhone 8 Plus,2022-05-11 10:01:27.109487,Beacon1
88,0,House Keys,2022-05-11 10:01:27.116741,Beacon1
89,1,Wallet,2022-05-11 10:01:27.120730,Beacon1
90,0,iPhone 8 Plus,2022-05-11 10:01:37.237796,Beacon1
91,0,House Keys,2022-05-11 10:01:37.243496,Beacon1
92,1,Wallet,2022-05-11 10:01:37.249955,Beacon1
93,0,iPhone 8 Plus,2022-05-11 10:01:42.308011,Beacon1
94,0,House Keys,2022-05-11 10:01:42.312240,Beacon1
95,1,Wallet,2022-05-11 10:01:42.317827,Beacon1
96,0,iPhone 8 Plus,2022-05-11 10:01:47.368104,Beacon1
97,0,House Keys,2022-05-11 10:01:47.374123,Beacon1
98,1,Wallet,2022-05-11 10:01:47.378655,Beacon1
99,0,iPhone 8 Plus,2022-05-11 10:01:52.439375,Beacon1
100,0,House Keys,2022-05-11 10:01:52.445011,Beacon1
101,1,Wallet,2022-05-11 10:01:52.451242,Beacon1
102,0,iPhone 8 Plus,2022-05-11 10:01:57.517373,Beacon1
103,0,House Keys,2022-05-11 10:01:57.520001,Beacon1
104,1,Wallet,2022-05-11 10:01:57.522113,Beacon1
105,0,iPhone 8 Plus,2022-05-11 10:02:02.558686,Beacon1
106,0,House Keys,2022-05-11 10:02:02.561979,Beacon1
107,1,Wallet,2022-05-11 10:02:02.565361,Beacon1
108,0,iPhone 8 Plus,2022-05-11 10:02:12.678673,Beacon1
109,0,House Keys,2022-05-11 10:02:12.685465,Beacon1
110,1,Wallet,2022-05-11 10:02:12.690720,Beacon1
111,0,iPhone 8 Plus,2022-05-11 10:02:17.749754,Beacon1
112,0,House Keys,2022-05-11 10:02:17.758023,Beacon1
113,1,Wallet,2022-05-11 10:02:17.763453,Beacon1
114,0,iPhone 8 Plus,2022-05-11 10:02:22.823678,Beacon1
115,0,House Keys,2022-05-11 10:02:22.827210,Beacon1
116,1,Wallet,2022-05-11 10:02:22.830566,Beacon1
117,0,iPhone 8 Plus,2022-05-11 10:02:27.873682,Beacon1
118,0,House Keys,2022-05-11 10:02:27.880488,Beacon1
119,1,Wallet,2022-05-11 10:02:27.886121,Beacon1
120,0,iPhone 8 Plus,2022-05-11 10:02:32.943739,Beacon1
121,0,House Keys,2022-05-11 10:02:32.947886,Beacon1
122,1,Wallet,2022-05-11 10:02:32.952629,Beacon1
123,0,iPhone 8 Plus,2022-05-11 10:02:38.016433,Beacon1
124,0,House Keys,2022-05-11 10:02:38.025738,Beacon1
125,1,Wallet,2022-05-11 10:02:38.031633,Beacon1
126,0,iPhone 8 Plus,2022-05-11 10:02:43.091410,Beacon1
127,0,House Keys,2022-05-11 10:02:43.095446,Beacon1
128,1,Wallet,2022-05-11 10:02:43.099629,Beacon1
129,0,iPhone 8 Plus,2022-05-11 10:02:48.153246,Beacon1
130,0,House Keys,2022-05-11 10:02:48.158872,Beacon1
131,1,Wallet,2022-05-11 10:02:48.163596,Beacon1
132,0,iPhone 8 Plus,2022-05-11 10:02:53.221325,Beacon1
133,0,House Keys,2022-05-11 10:02:53.226523,Beacon1
134,1,Wallet,2022-05-11 10:02:53.230765,Beacon1
135,0,iPhone 8 Plus,2022-05-11 10:02:58.292702,Beacon1
136,0,House Keys,2022-05-11 10:02:58.298327,Beacon1
137,1,Wallet,2022-05-11 10:02:58.303138,Beacon1
138,0,iPhone 8 Plus,2022-05-11 10:03:03.365180,Beacon1
139,0,House Keys,2022-05-11 10:03:03.373584,Beacon1
140,1,Wallet,2022-05-11 10:03:03.379489,Beacon1
141,0,iPhone 8 Plus,2022-05-11 10:03:08.438313,Beacon1
142,0,House Keys,2022-05-11 10:03:08.445692,Beacon1
143,1,Wallet,2022-05-11 10:03:08.450529,Beacon1
144,0,iPhone 8 Plus,2022-05-11 10:03:23.633560,Beacon1
145,0,House Keys,2022-05-11 10:03:23.636465,Beacon1
146,1,Wallet,2022-05-11 10:03:23.639378,Beacon1
147,0,iPhone 8 Plus,2022-05-11 10:03:28.677581,Beacon1
148,0,House Keys,2022-05-11 10:03:28.683195,Beacon1
149,1,Wallet,2022-05-11 10:03:28.687331,Beacon1
150,0,iPhone 8 Plus,2022-05-11 10:03:38.821385,Beacon1
151,0,House Keys,2022-05-11 10:03:38.828205,Beacon1
152,1,Wallet,2022-05-11 10:03:38.834212,Beacon1
153,0,iPhone 8 Plus,2022-05-11 10:03:59.054074,Beacon1
154,0,House Keys,2022-05-11 10:03:59.057112,Beacon1
155,1,Wallet,2022-05-11 10:03:59.059506,Beacon1
156,0,iPhone 8 Plus,2022-05-11 10:04:04.096212,Beacon1
157,0,House Keys,2022-05-11 10:04:04.099311,Beacon1
158,1,Wallet,2022-05-11 10:04:04.102174,Beacon1
159,0,iPhone 8 Plus,2022-05-11 10:04:09.142809,Beacon1
160,0,House Keys,2022-05-11 10:04:09.150157,Beacon1
161,1,Wallet,2022-05-11 10:04:09.155127,Beacon1
162,0,iPhone 8 Plus,2022-05-11 10:04:19.277195,Beacon1
163,0,House Keys,2022-05-11 10:04:19.284905,Beacon1
164,1,Wallet,2022-05-11 10:04:19.289937,Beacon1
165,0,iPhone 8 Plus,2022-05-11 10:04:24.348052,Beacon1
166,0,House Keys,2022-05-11 10:04:24.354784,Beacon1
167,1,Wallet,2022-05-11 10:04:24.359680,Beacon1
168,0,iPhone 8 Plus,2022-05-11 10:04:29.417957,Beacon1
169,0,House Keys,2022-05-11 10:04:29.426223,Beacon1
170,1,Wallet,2022-05-11 10:04:29.432476,Beacon1
171,0,iPhone 8 Plus,2022-05-11 10:04:34.493204,Beacon1
172,0,House Keys,2022-05-11 10:04:34.499091,Beacon1
173,1,Wallet,2022-05-11 10:04:34.503887,Beacon1
174,0,iPhone 8 Plus,2022-05-11 10:04:39.574754,Beacon1
175,0,House Keys,2022-05-11 10:04:39.580945,Beacon1
176,1,Wallet,2022-05-11 10:04:39.586815,Beacon1
177,0,iPhone 8 Plus,2022-05-11 10:04:49.704404,Beacon1
178,0,House Keys,2022-05-11 10:04:49.710690,Beacon1
179,1,Wallet,2022-05-11 10:04:49.716869,Beacon1
180,0,iPhone 8 Plus,2022-05-11 10:04:54.776505,Beacon1
181,0,House Keys,2022-05-11 10:04:54.782733,Beacon1
182,1,Wallet,2022-05-11 10:04:54.789269,Beacon1
183,0,iPhone 8 Plus,2022-05-11 10:05:04.913754,Beacon1
184,0,House Keys,2022-05-11 10:05:04.922038,Beacon1
185,1,Wallet,2022-05-11 10:05:04.926695,Beacon1
186,0,iPhone 8 Plus,2022-05-11 10:05:09.984195,Beacon1
187,0,House Keys,2022-05-11 10:05:09.989425,Beacon1
188,1,Wallet,2022-05-11 10:05:09.993282,Beacon1
189,0,iPhone 8 Plus,2022-05-11 10:05:15.052799,Beacon1
190,0,House Keys,2022-05-11 10:05:15.060272,Beacon1
191,1,Wallet,2022-05-11 10:05:15.065656,Beacon1
192,0,iPhone 8 Plus,2022-05-11 10:05:20.132082,Beacon1
193,0,House Keys,2022-05-11 10:05:20.138449,Beacon1
194,1,Wallet,2022-05-11 10:05:20.143112,Beacon1
195,0,iPhone 8 Plus,2022-05-11 10:05:25.207267,Beacon1
196,0,House Keys,2022-05-11 10:05:25.214756,Beacon1
197,1,Wallet,2022-05-11 10:05:25.220680,Beacon1
198,0,iPhone 8 Plus,2022-05-11 10:05:30.280259,Beacon1
199,0,House Keys,2022-05-11 10:05:30.285913,Beacon1
200,1,Wallet,2022-05-11 10:05:30.291481,Beacon1
201,0,iPhone 8 Plus,2022-05-11 10:05:35.351269,Beacon1
202,0,House Keys,2022-05-11 10:05:35.358741,Beacon1
203,1,Wallet,2022-05-11 10:05:35.363159,Beacon1
204,0,iPhone 8 Plus,2022-05-11 10:05:40.421170,Beacon1
205,0,House Keys,2022-05-11 10:05:40.424986,Beacon1
206,1,Wallet,2022-05-11 10:05:40.427229,Beacon1
207,0,iPhone 8 Plus,2022-05-11 10:05:45.464792,Beacon1
208,0,House Keys,2022-05-11 10:05:45.470171,Beacon1
209,1,Wallet,2022-05-11 10:05:45.475855,Beacon1
210,0,iPhone 8 Plus,2022-05-11 10:05:50.535391,Beacon1
211,0,House Keys,2022-05-11 10:05:50.544097,Beacon1
212,1,Wallet,2022-05-11 10:05:50.549465,Beacon1
213,0,iPhone 8 Plus,2022-05-11 10:06:00.666940,Beacon1
214,0,House Keys,2022-05-11 10:06:00.674119,Beacon1
215,1,Wallet,2022-05-11 10:06:00.679236,Beacon1
216,0,iPhone 8 Plus,2022-05-11 10:06:05.732216,Beacon1
217,0,House Keys,2022-05-11 10:06:05.739029,Beacon1
218,1,Wallet,2022-05-11 10:06:05.745323,Beacon1
219,0,iPhone 8 Plus,2022-05-11 10:06:10.805238,Beacon1
220,0,House Keys,2022-05-11 10:06:10.812791,Beacon1
221,1,Wallet,2022-05-11 10:06:10.818214,Beacon1
222,0,iPhone 8 Plus,2022-05-11 10:06:15.876521,Beacon1
223,0,House Keys,2022-05-11 10:06:15.882771,Beacon1
224,1,Wallet,2022-05-11 10:06:15.887115,Beacon1
225,0,iPhone 8 Plus,2022-05-11 10:06:20.946933,Beacon1
226,0,House Keys,2022-05-11 10:06:20.952305,Beacon1
227,1,Wallet,2022-05-11 10:06:20.957441,Beacon1
228,0,iPhone 8 Plus,2022-05-11 10:06:26.017071,Beacon1
229,0,House Keys,2022-05-11 10:06:26.023316,Beacon1
230,1,Wallet,2022-05-11 10:06:26.027514,Beacon1
231,0,iPhone 8 Plus,2022-05-11 10:06:31.081683,Beacon1
232,0,House Keys,2022-05-11 10:06:31.087696,Beacon1
233,1,Wallet,2022-05-11 10:06:31.092171,Beacon1
234,0,iPhone 8 Plus,2022-05-11 10:06:36.163785,Beacon1
235,0,House Keys,2022-05-11 10:06:36.172089,Beacon1
236,1,Wallet,2022-05-11 10:06:36.177332,Beacon1
237,0,iPhone 8 Plus,2022-05-11 10:06:41.239080,Beacon1
238,0,House Keys,2022-05-11 10:06:41.246393,Beacon1
239,1,Wallet,2022-05-11 10:06:41.252359,Beacon1
240,0,iPhone 8 Plus,2022-05-11 10:06:51.372825,Beacon1
241,0,House Keys,2022-05-11 10:06:51.378323,Beacon1
242,1,Wallet,2022-05-11 10:06:51.383875,Beacon1
243,0,iPhone 8 Plus,2022-05-11 10:06:56.439337,Beacon1
244,0,House Keys,2022-05-11 10:06:56.443494,Beacon1
245,1,Wallet,2022-05-11 10:06:56.448004,Beacon1
246,0,iPhone 8 Plus,2022-05-11 10:07:01.508060,Beacon1
247,0,House Keys,2022-05-11 10:07:01.514628,Beacon1
248,1,Wallet,2022-05-11 10:07:01.520892,Beacon1
249,0,iPhone 8 Plus,2022-05-11 10:07:16.710288,Beacon1
250,0,House Keys,2022-05-11 10:07:16.717527,Beacon1
251,1,Wallet,2022-05-11 10:07:16.723098,Beacon1
252,0,iPhone 8 Plus,2022-05-11 10:07:21.783337,Beacon1
253,0,House Keys,2022-05-11 10:07:21.790711,Beacon1
254,1,Wallet,2022-05-11 10:07:21.796505,Beacon1
255,0,iPhone 8 Plus,2022-05-11 10:07:31.919221,Beacon1
256,0,House Keys,2022-05-11 10:07:31.924945,Beacon1
257,1,Wallet,2022-05-11 10:07:31.929313,Beacon1
258,0,iPhone 8 Plus,2022-05-11 10:07:36.987823,Beacon1
259,0,House Keys,2022-05-11 10:07:36.993188,Beacon1
260,1,Wallet,2022-05-11 10:07:36.997323,Beacon1
261,0,iPhone 8 Plus,2022-05-11 10:07:42.063356,Beacon1
262,0,House Keys,2022-05-11 10:07:42.069577,Beacon1
263,1,Wallet,2022-05-11 10:07:42.074529,Beacon1
264,0,iPhone 8 Plus,2022-05-11 10:07:52.191436,Beacon1
265,0,House Keys,2022-05-11 10:07:52.197799,Beacon1
266,1,Wallet,2022-05-11 10:07:52.203631,Beacon1
267,0,iPhone 8 Plus,2022-05-11 10:07:57.264290,Beacon1
268,0,House Keys,2022-05-11 10:07:57.272097,Beacon1
269,1,Wallet,2022-05-11 10:07:57.278211,Beacon1
270,0,iPhone 8 Plus,2022-05-11 10:08:02.347151,Beacon1
271,0,House Keys,2022-05-11 10:08:02.353826,Beacon1
272,1,Wallet,2022-05-11 10:08:02.360380,Beacon1
273,0,iPhone 8 Plus,2022-05-11 10:08:07.418527,Beacon1
274,0,House Keys,2022-05-11 10:08:07.426395,Beacon1
275,1,Wallet,2022-05-11 10:08:07.431347,Beacon1
276,0,iPhone 8 Plus,2022-05-11 10:08:12.491230,Beacon1
277,0,House Keys,2022-05-11 10:08:12.498930,Beacon1
278,1,Wallet,2022-05-11 10:08:12.503715,Beacon1
279,0,iPhone 8 Plus,2022-05-11 10:08:17.562993,Beacon1
280,0,House Keys,2022-05-11 10:08:17.568789,Beacon1
281,1,Wallet,2022-05-11 10:08:17.574991,Beacon1
282,0,iPhone 8 Plus,2022-05-11 10:08:22.639414,Beacon1
283,0,House Keys,2022-05-11 10:08:22.645505,Beacon1
284,1,Wallet,2022-05-11 10:08:22.650024,Beacon1
285,0,iPhone 8 Plus,2022-05-11 10:08:27.710015,Beacon1
286,0,House Keys,2022-05-11 10:08:27.714728,Beacon1
287,1,Wallet,2022-05-11 10:08:27.719212,Beacon1
288,0,iPhone 8 Plus,2022-05-11 10:08:42.902049,Beacon1
289,0,House Keys,2022-05-11 10:08:42.911151,Beacon1
290,1,Wallet,2022-05-11 10:08:42.917149,Beacon1
291,0,iPhone 8 Plus,2022-05-11 10:08:53.043965,Beacon1
292,0,House Keys,2022-05-11 10:08:53.049992,Beacon1
293,1,Wallet,2022-05-11 10:08:53.055222,Beacon1
294,0,iPhone 8 Plus,2022-05-11 10:08:58.114256,Beacon1
295,0,House Keys,2022-05-11 10:08:58.121679,Beacon1
296,1,Wallet,2022-05-11 10:08:58.127359,Beacon1
297,0,iPhone 8 Plus,2022-05-11 10:09:03.195392,Beacon1
298,0,House Keys,2022-05-11 10:09:03.203322,Beacon1
299,1,Wallet,2022-05-11 10:09:03.208116,Beacon1
