,nearby,devices,datetime,location
414,1,Passport Wallet,2022-05-11 17:06:24.285524,Beacon3
415,1,iPhone 8 Plus,2022-05-11 17:06:29.339262,Beacon1
416,1,House Keys,2022-05-11 17:06:29.346172,Beacon1
417,1,Wallet,2022-05-11 17:06:29.350860,Beacon1
418,1,Bose SoundLink,2022-05-11 17:06:29.355321,Beacon2
419,1,Passport Wallet,2022-05-11 17:06:29.359850,Beacon3
420,1,iPhone 8 Plus,2022-05-11 17:06:34.413726,Beacon1
421,1,House Keys,2022-05-11 17:06:34.418332,Beacon1
422,1,Wallet,2022-05-11 17:06:34.422321,Beacon1
423,1,Bose SoundLink,2022-05-11 17:06:34.426771,Beacon2
424,1,Passport Wallet,2022-05-11 17:06:34.430923,Beacon3
425,1,iPhone 8 Plus,2022-05-11 17:06:39.482390,Beacon1
426,1,House Keys,2022-05-11 17:06:39.489286,Beacon1
427,1,Wallet,2022-05-11 17:06:39.494401,Beacon1
428,1,Bose SoundLink,2022-05-11 17:06:39.499240,Beacon2
429,1,Passport Wallet,2022-05-11 17:06:39.503238,Beacon3
430,1,iPhone 8 Plus,2022-05-11 17:06:44.562814,Beacon1
431,1,House Keys,2022-05-11 17:06:44.570050,Beacon1
432,1,Wallet,2022-05-11 17:06:44.575706,Beacon1
433,1,Bose SoundLink,2022-05-11 17:06:44.579934,Beacon2
434,1,Passport Wallet,2022-05-11 17:06:44.584864,Beacon3
435,1,iPhone 8 Plus,2022-05-11 17:06:49.640203,Beacon1
436,1,House Keys,2022-05-11 17:06:49.645936,Beacon1
437,1,Wallet,2022-05-11 17:06:49.652272,Beacon1
438,1,Bose SoundLink,2022-05-11 17:06:49.656511,Beacon2
439,1,Passport Wallet,2022-05-11 17:06:49.662175,Beacon3
440,1,iPhone 8 Plus,2022-05-11 17:06:54.717715,Beacon1
441,1,House Keys,2022-05-11 17:06:54.722826,Beacon1
442,1,Wallet,2022-05-11 17:06:54.728456,Beacon1
443,1,Bose SoundLink,2022-05-11 17:06:54.733535,Beacon2
444,1,Passport Wallet,2022-05-11 17:06:54.737926,Beacon3
445,1,iPhone 8 Plus,2022-05-11 17:07:09.922771,Beacon1
446,1,House Keys,2022-05-11 17:07:09.929894,Beacon1
447,1,Wallet,2022-05-11 17:07:09.935194,Beacon1
448,1,Bose SoundLink,2022-05-11 17:07:09.940094,Beacon2
449,1,Passport Wallet,2022-05-11 17:07:09.944290,Beacon3
450,1,iPhone 8 Plus,2022-05-11 17:07:15.010323,Beacon1
451,1,House Keys,2022-05-11 17:07:15.018580,Beacon1
452,1,Wallet,2022-05-11 17:07:15.024585,Beacon1
453,1,Bose SoundLink,2022-05-11 17:07:15.029691,Beacon2
454,1,Passport Wallet,2022-05-11 17:07:15.034319,Beacon3
455,1,iPhone 8 Plus,2022-05-11 17:07:25.155756,Beacon1
456,1,House Keys,2022-05-11 17:07:25.163410,Beacon1
457,1,Wallet,2022-05-11 17:07:25.168865,Beacon1
458,1,Bose SoundLink,2022-05-11 17:07:25.173210,Beacon2
459,1,Passport Wallet,2022-05-11 17:07:25.177240,Beacon3
460,1,iPhone 8 Plus,2022-05-11 17:07:30.230358,Beacon1
461,1,House Keys,2022-05-11 17:07:30.233090,Beacon1
462,1,Wallet,2022-05-11 17:07:30.235925,Beacon1
463,1,Bose SoundLink,2022-05-11 17:07:30.238903,Beacon2
464,1,Passport Wallet,2022-05-11 17:07:30.241699,Beacon3
465,1,iPhone 8 Plus,2022-05-11 17:07:35.279558,Beacon1
466,1,House Keys,2022-05-11 17:07:35.285620,Beacon1
467,1,Wallet,2022-05-11 17:07:35.290493,Beacon1
468,1,Bose SoundLink,2022-05-11 17:07:35.295152,Beacon2
469,1,Passport Wallet,2022-05-11 17:07:35.298813,Beacon3
470,1,iPhone 8 Plus,2022-05-11 17:07:40.356664,Beacon1
471,1,House Keys,2022-05-11 17:07:40.362577,Beacon1
472,1,Wallet,2022-05-11 17:07:40.369204,Beacon1
473,1,Bose SoundLink,2022-05-11 17:07:40.373209,Beacon2
474,1,Passport Wallet,2022-05-11 17:07:40.376949,Beacon3
475,1,iPhone 8 Plus,2022-05-11 17:07:45.432175,Beacon1
476,1,House Keys,2022-05-11 17:07:45.439158,Beacon1
477,1,Wallet,2022-05-11 17:07:45.445947,Beacon1
478,1,Bose SoundLink,2022-05-11 17:07:45.450310,Beacon2
479,1,Passport Wallet,2022-05-11 17:07:45.454137,Beacon3
480,1,iPhone 8 Plus,2022-05-11 17:07:50.513909,Beacon1
481,1,House Keys,2022-05-11 17:07:50.520585,Beacon1
482,1,Wallet,2022-05-11 17:07:50.525629,Beacon1
483,1,Bose SoundLink,2022-05-11 17:07:50.530629,Beacon2
484,1,Passport Wallet,2022-05-11 17:07:50.534696,Beacon3
485,1,iPhone 8 Plus,2022-05-11 17:08:00.656689,Beacon1
486,1,House Keys,2022-05-11 17:08:00.663090,Beacon1
487,1,Wallet,2022-05-11 17:08:00.668528,Beacon1
488,1,Bose SoundLink,2022-05-11 17:08:00.673518,Beacon2
489,1,Passport Wallet,2022-05-11 17:08:00.677704,Beacon3
490,1,iPhone 8 Plus,2022-05-11 17:08:05.734021,Beacon1
491,1,House Keys,2022-05-11 17:08:05.740823,Beacon1
492,1,Wallet,2022-05-11 17:08:05.745826,Beacon1
493,1,Bose SoundLink,2022-05-11 17:08:05.750787,Beacon2
494,1,Passport Wallet,2022-05-11 17:08:05.754900,Beacon3
495,1,iPhone 8 Plus,2022-05-11 17:08:15.851175,Beacon1
496,1,House Keys,2022-05-11 17:08:15.858057,Beacon1
497,1,Wallet,2022-05-11 17:08:15.863010,Beacon1
498,1,Bose SoundLink,2022-05-11 17:08:15.867459,Beacon2
499,1,Passport Wallet,2022-05-11 17:08:15.871666,Beacon3
